k,d,ek,ed,roundSwing,adr,eadr,kast,ekast,rating,playerID,side,team,map,matchID
13.0,12.0,14.0,12.0,0.12,66.3,68.0,60.0,59.4,1.05,22460,ct,Nemiga,All,2389128
13.0,13.0,12.0,14.0,1.27,79.9,80.6,75.0,74.8,1.03,23317,ct,Nemiga,All,2389128
15.0,14.0,15.0,15.0,-1.02,87.1,84.4,65.0,57.6,0.96,19920,ct,Nemiga,All,2389128
10.0,12.0,10.0,11.0,-2.88,56.2,57.6,70.0,58.5,0.75,23319,ct,Nemiga,All,2389128
12.0,14.0,12.0,15.0,-2.68,59.0,57.7,65.0,53.0,0.73,22325,ct,Nemiga,All,2389128
21.0,13.0,21.0,13.0,6.86,82.5,86.2,83.3,83.2,1.67,23317,t,Nemiga,All,2389128
21.0,13.0,22.0,13.0,6.3,73.9,75.0,79.2,77.8,1.57,23319,t,Nemiga,All,2389128
20.0,15.0,19.0,16.0,4.43,98.1,91.7,75.0,69.4,1.47,19920,t,Nemiga,All,2389128
17.0,16.0,16.0,16.0,2.42,78.2,75.3,70.8,60.2,1.18,22460,t,Nemiga,All,2389128
14.0,12.0,12.0,11.0,-0.66,68.5,61.6,83.3,72.4,1.0,22325,t,Nemiga,All,2389128
21.0,11.0,19.0,12.0,8.38,74.5,71.1,79.2,74.6,1.59,20700,total,1win,ovp,2389128
22.0,19.0,22.0,19.0,-1.04,100.1,96.1,70.8,72.4,1.16,23771,total,1win,ovp,2389128
14.0,15.0,14.0,15.0,-2.45,67.5,68.9,70.8,77.6,1.01,8528,total,1win,ovp,2389128
8.0,16.0,9.0,16.0,-1.2,53.0,56.3,62.5,64.9,0.96,15071,total,1win,ovp,2389128
10.0,16.0,9.0,15.0,-8.09,48.8,45.3,58.3,60.4,0.59,23770,total,1win,ovp,2389128
13.0,10.0,14.0,10.0,-0.17,105.2,104.8,66.7,67.6,1.23,23771,ct,1win,ovp,2389128
11.0,7.0,10.0,8.0,1.31,88.9,83.3,75.0,64.7,1.22,20700,ct,1win,ovp,2389128
4.0,9.0,4.0,9.0,-8.69,54.4,57.9,66.7,68.8,0.49,8528,ct,1win,ovp,2389128
6.0,9.0,5.0,9.0,-9.64,57.8,52.2,33.3,31.2,0.47,23770,ct,1win,ovp,2389128
0.0,8.0,0.0,8.0,-10.0,21.2,22.3,41.7,31.3,0.29,15071,ct,1win,ovp,2389128
10.0,4.0,10.0,4.0,15.45,60.1,58.8,83.3,84.4,1.96,20700,t,1win,ovp,2389128
8.0,8.0,9.0,8.0,7.61,84.8,90.4,83.3,98.4,1.64,15071,t,1win,ovp,2389128
10.0,6.0,10.0,6.0,3.78,80.7,79.9,75.0,86.5,1.53,8528,t,1win,ovp,2389128
9.0,9.0,8.0,9.0,-1.91,95.0,87.4,75.0,77.2,1.09,23771,t,1win,ovp,2389128
4.0,7.0,4.0,7.0,-6.55,39.8,38.3,83.3,89.6,0.7,23770,t,1win,ovp,2389128
25.0,17.0,24.0,18.0,6.49,114.4,111.0,75.0,67.2,1.66,19920,total,Nemiga,ovp,2389128
16.0,15.0,15.0,15.0,0.03,67.3,64.0,54.2,54.9,1.11,22460,total,Nemiga,ovp,2389128
13.0,14.0,13.0,13.0,-0.34,54.5,54.8,66.7,63.3,0.95,23319,total,Nemiga,ovp,2389128
13.0,16.0,12.0,17.0,-0.39,63.5,61.8,75.0,76.1,0.94,23317,total,Nemiga,ovp,2389128
10.0,13.0,10.0,12.0,-1.39,47.7,49.4,75.0,62.9,0.8,22325,total,Nemiga,ovp,2389128
12.0,9.0,11.0,10.0,3.37,101.6,95.0,66.7,57.2,1.21,19920,ct,Nemiga,ovp,2389128
7.0,8.0,8.0,8.0,-1.08,52.7,57.0,66.7,58.2,0.84,22325,ct,Nemiga,ovp,2389128
5.0,7.0,5.0,7.0,-6.16,53.5,55.7,58.3,49.7,0.6,23319,ct,Nemiga,ovp,2389128
6.0,10.0,5.0,11.0,-4.79,71.3,69.1,66.7,67.5,0.6,23317,ct,Nemiga,ovp,2389128
4.0,7.0,4.0,7.0,-9.72,42.1,42.1,50.0,50.9,0.5,22460,ct,Nemiga,ovp,2389128
13.0,8.0,13.0,8.0,9.61,127.2,127.1,83.3,77.2,2.1,19920,t,Nemiga,ovp,2389128
12.0,8.0,11.0,8.0,9.79,92.5,85.9,58.3,59.0,1.73,22460,t,Nemiga,ovp,2389128
8.0,7.0,8.0,6.0,5.49,55.5,53.8,75.0,76.9,1.29,23319,t,Nemiga,ovp,2389128
7.0,6.0,6.0,6.0,4.0,55.7,54.6,83.3,84.6,1.27,23317,t,Nemiga,ovp,2389128
3.0,5.0,3.0,4.0,-1.7,42.8,41.8,83.3,67.7,0.77,22325,t,Nemiga,ovp,2389128
19.0,14.0,17.0,13.0,-0.79,83.4,83.4,80.0,79.1,1.14,8528,total,1win,anc,2389128
10.0,17.0,12.0,17.0,-2.7,57.1,67.3,60.0,46.0,0.83,23770,total,1win,anc,2389128
13.0,15.0,12.0,17.0,-0.91,71.0,64.5,60.0,58.0,0.83,20700,total,1win,anc,2389128
10.0,16.0,11.0,17.0,-3.52,57.9,61.2,55.0,50.0,0.76,23771,total,1win,anc,2389128
7.0,18.0,8.0,18.0,-4.82,67.0,66.2,45.0,44.1,0.6,15071,total,1win,anc,2389128
13.0,9.0,12.0,9.0,-0.21,99.9,102.9,83.3,81.3,1.28,8528,ct,1win,anc,2389128
7.0,10.0,7.0,11.0,1.86,68.3,62.8,58.3,58.0,0.85,20700,ct,1win,anc,2389128
7.0,11.0,8.0,11.0,-3.76,69.8,84.0,58.3,37.9,0.83,23770,ct,1win,anc,2389128
5.0,9.0,6.0,10.0,-5.26,47.0,49.3,41.7,34.8,0.58,23771,ct,1win,anc,2389128
3.0,11.0,3.0,11.0,-4.14,57.2,61.7,41.7,44.0,0.5,15071,ct,1win,anc,2389128
5.0,7.0,5.0,7.0,-0.92,74.1,79.1,75.0,72.9,1.03,23771,t,1win,anc,2389128
6.0,5.0,5.0,4.0,-1.67,58.6,54.1,75.0,75.9,0.93,8528,t,1win,anc,2389128
3.0,6.0,3.0,6.0,-1.11,38.2,42.1,62.5,58.0,0.84,23770,t,1win,anc,2389128
6.0,5.0,6.0,6.0,-5.07,75.0,67.2,62.5,58.1,0.8,20700,t,1win,anc,2389128
4.0,7.0,4.0,7.0,-5.85,81.5,73.1,50.0,44.3,0.75,15071,t,1win,anc,2389128
21.0,10.0,22.0,10.0,9.97,102.7,109.7,85.0,83.3,1.98,23317,total,Nemiga,anc,2389128
18.0,11.0,19.0,11.0,5.09,79.5,81.9,85.0,75.9,1.52,23319,total,Nemiga,anc,2389128
14.0,13.0,15.0,13.0,2.99,79.4,81.6,80.0,65.8,1.36,22460,total,Nemiga,anc,2389128
16.0,13.0,13.0,13.0,-1.81,84.0,72.2,75.0,64.4,0.98,22325,total,Nemiga,anc,2389128
10.0,12.0,9.0,13.0,-3.49,67.5,61.1,65.0,60.3,0.83,19920,total,Nemiga,anc,2389128
9.0,5.0,10.0,5.0,14.89,102.6,106.8,75.0,72.3,2.29,22460,ct,Nemiga,anc,2389128
7.0,3.0,7.0,3.0,10.35,92.8,97.8,87.5,85.6,1.8,23317,ct,Nemiga,anc,2389128
5.0,5.0,5.0,5.0,2.06,60.2,60.5,87.5,71.7,1.01,23319,ct,Nemiga,anc,2389128
3.0,5.0,4.0,5.0,-7.6,65.4,68.4,62.5,58.2,0.66,19920,ct,Nemiga,anc,2389128
5.0,6.0,4.0,6.0,-5.08,68.6,58.7,62.5,45.3,0.57,22325,ct,Nemiga,anc,2389128
14.0,7.0,15.0,7.0,9.72,109.2,117.7,83.3,81.8,2.1,23317,t,Nemiga,anc,2389128
13.0,6.0,14.0,7.0,7.1,92.3,96.2,83.3,78.7,1.86,23319,t,Nemiga,anc,2389128
11.0,7.0,9.0,7.0,0.37,94.2,81.3,83.3,77.2,1.25,22325,t,Nemiga,anc,2389128
7.0,7.0,6.0,8.0,-0.75,68.9,56.2,66.7,61.7,0.94,19920,t,Nemiga,anc,2389128
5.0,8.0,4.0,8.0,-4.95,63.9,64.8,83.3,61.4,0.73,22460,t,Nemiga,anc,2389128
44.0,25.0,42.0,27.0,6.14,99.6,98.1,75.0,75.1,1.6,798,total,Fingers Crossed,All,2389162
33.0,28.0,32.0,26.0,2.02,74.9,72.6,77.3,79.3,1.19,22101,total,Fingers Crossed,All,2389162
29.0,26.0,29.0,26.0,-4.48,70.6,69.9,72.7,66.6,0.88,9911,total,Fingers Crossed,All,2389162
28.0,31.0,27.0,31.0,-3.52,68.2,65.5,75.0,77.3,0.86,19594,total,Fingers Crossed,All,2389162
24.0,33.0,23.0,34.0,-1.84,71.0,70.9,77.3,74.5,0.86,22191,total,Fingers Crossed,All,2389162
27.0,11.0,24.0,13.0,9.05,118.2,107.0,86.4,82.8,1.85,798,ct,Fingers Crossed,All,2389162
20.0,14.0,19.0,16.0,-1.28,94.0,88.4,86.4,84.5,1.14,19594,ct,Fingers Crossed,All,2389162
15.0,11.0,14.0,13.0,1.34,75.5,71.2,77.3,73.2,1.06,22101,ct,Fingers Crossed,All,2389162
19.0,10.0,18.0,11.0,-5.76,83.7,76.9,81.8,63.8,0.93,9911,ct,Fingers Crossed,All,2389162
12.0,14.0,11.0,16.0,-2.29,66.2,63.5,77.3,70.0,0.8,22191,ct,Fingers Crossed,All,2389162
17.0,14.0,18.0,13.0,3.24,81.1,89.2,63.6,67.3,1.35,798,t,Fingers Crossed,All,2389162
18.0,17.0,18.0,14.0,2.7,74.3,74.0,77.3,85.3,1.32,22101,t,Fingers Crossed,All,2389162
12.0,19.0,12.0,18.0,-1.39,75.8,78.4,77.3,79.0,0.93,22191,t,Fingers Crossed,All,2389162
10.0,16.0,11.0,15.0,-3.2,57.6,62.9,63.6,69.3,0.83,9911,t,Fingers Crossed,All,2389162
8.0,17.0,8.0,15.0,-5.75,42.5,42.5,63.6,70.1,0.58,19594,t,Fingers Crossed,All,2389162
35.0,25.0,32.0,25.0,4.88,76.2,71.7,72.7,68.9,1.33,22481,total,GenOne,All,2389162
26.0,33.0,27.0,31.0,1.92,70.6,71.6,65.9,64.8,1.05,21971,total,GenOne,All,2389162
30.0,32.0,30.0,31.0,-1.26,76.5,80.8,61.4,61.9,1.01,19738,total,GenOne,All,2389162
27.0,34.0,27.0,35.0,-2.05,68.5,67.7,65.9,59.0,0.9,14176,total,GenOne,All,2389162
23.0,34.0,23.0,34.0,-2.24,60.4,60.9,61.4,66.8,0.81,7168,total,GenOne,All,2389162
24.0,9.0,21.0,10.0,6.81,97.9,89.3,77.3,69.1,1.62,22481,ct,GenOne,All,2389162
19.0,12.0,18.0,12.0,2.9,91.0,89.1,72.7,63.8,1.31,19738,ct,GenOne,All,2389162
15.0,12.0,15.0,13.0,1.7,65.6,63.1,77.3,69.7,1.07,21971,ct,GenOne,All,2389162
12.0,15.0,11.0,17.0,-3.51,70.8,66.1,72.7,76.9,0.76,7168,ct,GenOne,All,2389162
12.0,17.0,10.0,19.0,-3.5,69.8,60.6,72.7,54.2,0.69,14176,ct,GenOne,All,2389162
15.0,17.0,17.0,16.0,-0.59,67.1,74.8,59.1,63.9,1.11,14176,t,GenOne,All,2389162
11.0,16.0,11.0,14.0,2.96,54.6,54.1,68.2,68.7,1.05,22481,t,GenOne,All,2389162
11.0,21.0,12.0,19.0,2.15,75.5,80.0,54.5,59.9,1.03,21971,t,GenOne,All,2389162
11.0,19.0,12.0,17.0,-0.97,50.0,55.7,50.0,56.7,0.86,7168,t,GenOne,All,2389162
11.0,20.0,12.0,19.0,-5.43,62.0,72.5,50.0,60.1,0.7,19738,t,GenOne,All,2389162
23.0,12.0,22.0,14.0,7.51,97.3,94.4,77.3,74.8,1.65,798,total,Fingers Crossed,d2,2389162
19.0,11.0,18.0,11.0,3.87,83.2,79.4,81.8,81.6,1.39,22101,total,Fingers Crossed,d2,2389162
17.0,15.0,16.0,17.0,-1.92,94.8,91.9,81.8,76.0,1.05,22191,total,Fingers Crossed,d2,2389162
13.0,15.0,12.0,16.0,-2.14,75.8,71.6,86.4,88.6,0.95,19594,total,Fingers Crossed,d2,2389162
13.0,12.0,14.0,13.0,-3.03,62.2,62.3,77.3,66.1,0.89,9911,total,Fingers Crossed,d2,2389162
15.0,6.0,13.0,8.0,13.01,114.1,105.0,83.3,78.6,1.99,798,ct,Fingers Crossed,d2,2389162
10.0,8.0,9.0,9.0,-0.23,91.5,85.7,91.7,90.7,1.11,19594,ct,Fingers Crossed,d2,2389162
9.0,7.0,8.0,8.0,-0.37,89.8,83.5,83.3,71.7,1.0,22191,ct,Fingers Crossed,d2,2389162
7.0,5.0,6.0,6.0,1.13,64.3,58.7,75.0,70.0,0.97,22101,ct,Fingers Crossed,d2,2389162
8.0,7.0,9.0,8.0,-4.6,63.9,62.4,83.3,61.1,0.77,9911,ct,Fingers Crossed,d2,2389162
12.0,6.0,12.0,6.0,7.16,105.9,104.2,90.0,95.6,1.9,22101,t,Fingers Crossed,d2,2389162
8.0,6.0,8.0,6.0,0.9,77.2,81.6,70.0,70.2,1.26,798,t,Fingers Crossed,d2,2389162
8.0,8.0,8.0,9.0,-3.79,100.7,101.9,80.0,81.1,1.11,22191,t,Fingers Crossed,d2,2389162
5.0,5.0,5.0,5.0,-1.16,60.1,62.2,70.0,72.1,1.05,9911,t,Fingers Crossed,d2,2389162
3.0,7.0,3.0,6.0,-4.43,56.9,54.6,80.0,86.1,0.75,19594,t,Fingers Crossed,d2,2389162
17.0,16.0,19.0,15.0,0.49,77.5,83.8,63.6,61.6,1.19,14176,total,GenOne,d2,2389162
12.0,14.0,12.0,15.0,1.72,62.8,60.2,72.7,70.8,1.02,22481,total,GenOne,d2,2389162
14.0,19.0,15.0,18.0,0.65,72.4,74.8,63.6,66.6,1.0,21971,total,GenOne,d2,2389162
12.0,17.0,13.0,16.0,-3.28,58.5,61.7,54.5,58.5,0.83,19738,total,GenOne,d2,2389162
9.0,19.0,9.0,19.0,-4.7,55.7,56.1,54.5,64.8,0.61,7168,total,GenOne,d2,2389162
8.0,6.0,8.0,6.0,4.21,84.1,83.4,60.0,58.9,1.32,19738,ct,GenOne,d2,2389162
7.0,7.0,7.0,7.0,0.74,67.5,68.3,70.0,67.4,0.96,21971,ct,GenOne,d2,2389162
6.0,7.0,6.0,7.0,0.15,72.2,70.8,60.0,46.9,0.89,14176,ct,GenOne,d2,2389162
7.0,7.0,7.0,8.0,-0.63,70.6,65.2,60.0,59.0,0.88,22481,ct,GenOne,d2,2389162
4.0,9.0,4.0,10.0,-3.16,65.6,66.5,50.0,65.0,0.61,7168,ct,GenOne,d2,2389162
11.0,9.0,13.0,8.0,0.78,81.9,94.5,66.7,73.8,1.45,14176,t,GenOne,d2,2389162
5.0,7.0,5.0,7.0,3.68,56.2,56.0,83.3,80.7,1.13,22481,t,GenOne,d2,2389162
7.0,12.0,8.0,11.0,0.58,76.5,80.3,58.3,65.9,1.04,21971,t,GenOne,d2,2389162
5.0,10.0,5.0,9.0,-5.98,47.4,47.3,58.3,64.7,0.62,7168,t,GenOne,d2,2389162
4.0,11.0,5.0,10.0,-9.53,37.2,43.6,50.0,58.1,0.43,19738,t,GenOne,d2,2389162
21.0,13.0,20.0,13.0,4.78,102.0,101.8,72.7,75.4,1.56,798,total,Fingers Crossed,nuke,2389162
14.0,17.0,14.0,15.0,0.17,66.6,65.8,72.7,76.9,1.02,22101,total,Fingers Crossed,nuke,2389162
16.0,14.0,15.0,13.0,-5.93,79.1,77.5,68.2,67.0,0.86,9911,total,Fingers Crossed,nuke,2389162
15.0,16.0,15.0,15.0,-4.9,60.7,59.4,63.6,66.1,0.79,19594,total,Fingers Crossed,nuke,2389162
7.0,18.0,8.0,18.0,-1.75,47.2,50.0,72.7,73.0,0.68,22191,total,Fingers Crossed,nuke,2389162
12.0,5.0,11.0,6.0,4.29,123.1,109.3,90.0,87.9,1.7,798,ct,Fingers Crossed,nuke,2389162
10.0,6.0,10.0,6.0,-2.54,96.9,91.7,80.0,77.2,1.19,19594,ct,Fingers Crossed,nuke,2389162
8.0,6.0,7.0,7.0,1.59,89.0,86.2,80.0,77.1,1.16,22101,ct,Fingers Crossed,nuke,2389162
11.0,3.0,10.0,3.0,-7.16,107.4,94.4,80.0,67.2,1.14,9911,ct,Fingers Crossed,nuke,2389162
3.0,7.0,4.0,8.0,-4.59,37.8,39.5,70.0,67.9,0.57,22191,ct,Fingers Crossed,nuke,2389162
9.0,8.0,9.0,7.0,5.19,84.3,95.5,58.3,64.9,1.43,798,t,Fingers Crossed,nuke,2389162
6.0,11.0,6.0,8.0,-1.02,47.9,48.9,66.7,76.8,0.89,22101,t,Fingers Crossed,nuke,2389162
4.0,11.0,4.0,10.0,0.61,55.1,58.8,75.0,77.3,0.77,22191,t,Fingers Crossed,nuke,2389162
5.0,11.0,6.0,10.0,-4.91,55.5,63.5,58.3,66.9,0.63,9911,t,Fingers Crossed,nuke,2389162
5.0,10.0,6.0,9.0,-6.86,30.6,32.4,50.0,56.8,0.46,19594,t,Fingers Crossed,nuke,2389162
23.0,11.0,20.0,10.0,8.04,89.7,83.2,72.7,66.9,1.68,22481,total,GenOne,nuke,2389162
18.0,15.0,18.0,15.0,0.76,94.4,99.9,68.2,65.4,1.22,19738,total,GenOne,nuke,2389162
12.0,14.0,12.0,13.0,3.2,68.7,68.3,68.2,62.9,1.09,21971,total,GenOne,nuke,2389162
14.0,15.0,14.0,15.0,0.22,65.1,65.8,68.2,68.8,1.03,7168,total,GenOne,nuke,2389162
10.0,18.0,8.0,19.0,-4.59,59.4,51.6,68.2,56.5,0.63,14176,total,GenOne,nuke,2389162
17.0,2.0,15.0,2.0,13.01,120.6,109.4,91.7,77.4,2.29,22481,ct,GenOne,nuke,2389162
11.0,6.0,10.0,6.0,1.81,96.8,93.8,83.3,67.9,1.3,19738,ct,GenOne,nuke,2389162
8.0,5.0,8.0,6.0,2.51,64.1,58.7,83.3,71.6,1.16,21971,ct,GenOne,nuke,2389162
8.0,6.0,7.0,7.0,-3.8,75.2,65.8,91.7,86.8,0.88,7168,ct,GenOne,nuke,2389162
6.0,10.0,4.0,12.0,-6.55,67.8,52.1,83.3,60.3,0.54,14176,ct,GenOne,nuke,2389162
6.0,9.0,8.0,8.0,5.05,53.1,65.7,40.0,47.1,1.21,7168,t,GenOne,nuke,2389162
7.0,9.0,7.0,8.0,-0.51,91.6,107.3,50.0,62.4,1.12,19738,t,GenOne,nuke,2389162
4.0,9.0,4.0,8.0,4.03,74.3,79.8,50.0,52.6,1.01,21971,t,GenOne,nuke,2389162
6.0,9.0,6.0,8.0,2.09,52.6,51.8,50.0,54.3,0.96,22481,t,GenOne,nuke,2389162
4.0,8.0,4.0,8.0,-2.24,49.3,51.0,50.0,51.9,0.74,14176,t,GenOne,nuke,2389162
32.0,20.0,30.0,22.0,-0.05,71.9,69.5,76.7,71.1,1.1,19614,total,FAVBET,All,2389527
26.0,34.0,27.0,35.0,-2.11,73.6,74.6,69.8,67.6,0.92,20110,total,FAVBET,All,2389527
23.0,30.0,24.0,31.0,-0.3,67.2,68.9,65.1,58.8,0.88,2131,total,FAVBET,All,2389527
20.0,30.0,20.0,29.0,-2.64,55.2,55.2,67.4,68.8,0.79,18240,total,FAVBET,All,2389527
23.0,35.0,25.0,34.0,-2.36,62.3,65.4,58.1,56.3,0.75,20228,total,FAVBET,All,2389527
21.0,8.0,19.0,9.0,1.21,84.7,81.2,83.3,67.6,1.19,19614,ct,FAVBET,All,2389527
11.0,16.0,12.0,16.0,1.97,68.7,71.4,62.5,50.7,0.88,2131,ct,FAVBET,All,2389527
15.0,19.0,16.0,19.0,-2.05,69.4,72.5,70.8,67.6,0.82,20228,ct,FAVBET,All,2389527
12.0,16.0,13.0,16.0,-2.31,59.5,60.6,62.5,62.6,0.78,18240,ct,FAVBET,All,2389527
13.0,18.0,14.0,18.0,-4.91,60.1,62.8,66.7,61.1,0.73,20110,ct,FAVBET,All,2389527
13.0,16.0,13.0,17.0,1.43,90.6,89.4,73.7,75.8,1.15,20110,t,FAVBET,All,2389527
11.0,12.0,11.0,12.0,-1.65,55.7,54.7,68.4,75.5,0.98,19614,t,FAVBET,All,2389527
12.0,14.0,12.0,14.0,-3.18,65.3,65.7,68.4,69.1,0.88,2131,t,FAVBET,All,2389527
8.0,14.0,8.0,13.0,-3.05,49.6,48.5,73.7,76.6,0.81,18240,t,FAVBET,All,2389527
8.0,16.0,9.0,15.0,-2.76,53.4,56.5,42.1,42.0,0.67,20228,t,FAVBET,All,2389527
40.0,22.0,37.0,25.0,4.93,91.7,88.9,83.7,77.0,1.44,21065,total,Leo,All,2389527
31.0,26.0,31.0,26.0,1.54,76.1,75.8,74.4,69.6,1.16,22649,total,Leo,All,2389527
26.0,22.0,25.0,22.0,0.53,78.7,74.3,83.7,75.5,1.13,19617,total,Leo,All,2389527
30.0,27.0,32.0,28.0,0.92,68.0,67.3,74.4,72.1,1.11,21650,total,Leo,All,2389527
21.0,28.0,21.0,29.0,-0.45,63.3,64.3,72.1,66.8,0.87,21651,total,Leo,All,2389527
19.0,9.0,21.0,9.0,3.83,77.4,79.2,73.7,73.9,1.46,21650,ct,Leo,All,2389527
17.0,10.0,16.0,11.0,2.31,109.1,103.0,84.2,66.5,1.33,19617,ct,Leo,All,2389527
14.0,10.0,13.0,12.0,3.97,84.6,82.1,84.2,72.1,1.19,21065,ct,Leo,All,2389527
12.0,10.0,12.0,11.0,-1.59,55.2,55.7,78.9,71.9,0.92,22649,ct,Leo,All,2389527
10.0,13.0,11.0,14.0,0.69,73.9,78.9,78.9,68.8,0.92,21651,ct,Leo,All,2389527
26.0,12.0,24.0,13.0,5.68,97.2,94.2,83.3,80.8,1.64,21065,t,Leo,All,2389527
19.0,16.0,19.0,16.0,4.02,92.8,91.6,70.8,67.8,1.35,22649,t,Leo,All,2389527
9.0,12.0,9.0,11.0,-0.88,54.6,51.6,83.3,82.6,0.97,19617,t,Leo,All,2389527
11.0,18.0,11.0,19.0,-1.38,60.5,57.9,75.0,70.7,0.83,21650,t,Leo,All,2389527
11.0,15.0,11.0,15.0,-1.35,54.8,52.7,66.7,65.2,0.83,21651,t,Leo,All,2389527
16.0,10.0,14.0,12.0,1.19,73.0,65.2,85.0,82.5,1.17,19614,total,FAVBET,anb,2389527
13.0,15.0,14.0,16.0,-0.61,84.2,87.6,65.0,63.3,1.03,20110,total,FAVBET,anb,2389527
11.0,14.0,13.0,14.0,0.06,63.9,71.7,60.0,51.5,0.93,2131,total,FAVBET,anb,2389527
11.0,17.0,12.0,17.0,-5.54,63.2,67.5,60.0,56.5,0.65,20228,total,FAVBET,anb,2389527
5.0,15.0,5.0,14.0,-5.93,41.9,44.6,75.0,78.8,0.61,18240,total,FAVBET,anb,2389527
12.0,5.0,10.0,6.0,3.91,83.2,68.6,83.3,67.0,1.22,19614,ct,FAVBET,anb,2389527
7.0,9.0,8.0,9.0,-2.66,69.1,73.7,58.3,53.3,0.82,20110,ct,FAVBET,anb,2389527
4.0,8.0,5.0,7.0,-0.93,54.0,64.2,50.0,35.1,0.76,2131,ct,FAVBET,anb,2389527
5.0,8.0,5.0,8.0,-4.18,58.7,63.0,66.7,68.7,0.7,18240,ct,FAVBET,anb,2389527
6.0,10.0,7.0,10.0,-8.92,61.2,64.4,66.7,59.3,0.53,20228,ct,FAVBET,anb,2389527
6.0,6.0,6.0,6.0,2.47,107.0,108.4,75.0,78.2,1.35,20110,t,FAVBET,anb,2389527
7.0,6.0,8.0,6.0,1.55,78.6,82.9,75.0,76.2,1.2,2131,t,FAVBET,anb,2389527
4.0,5.0,4.0,5.0,-2.88,57.5,60.1,87.5,105.7,1.1,19614,t,FAVBET,anb,2389527
5.0,7.0,6.0,7.0,-0.47,66.1,72.1,50.0,52.4,0.82,20228,t,FAVBET,anb,2389527
0.0,7.0,0.0,7.0,-8.56,16.6,17.1,87.5,94.0,0.48,18240,t,FAVBET,anb,2389527
21.0,9.0,20.0,11.0,8.67,116.5,110.6,95.0,89.8,1.88,21065,total,Leo,anb,2389527
16.0,12.0,16.0,12.0,2.92,70.0,70.1,75.0,68.1,1.26,22649,total,Leo,anb,2389527
10.0,10.0,10.0,10.0,1.52,75.4,71.7,90.0,85.4,1.16,19617,total,Leo,anb,2389527
14.0,12.0,15.0,13.0,-0.42,61.9,63.2,65.0,65.3,1.06,21650,total,Leo,anb,2389527
10.0,13.0,10.0,14.0,-1.86,63.5,61.7,75.0,64.2,0.8,21651,total,Leo,anb,2389527
7.0,3.0,7.0,3.0,5.71,66.4,65.7,87.5,76.6,1.42,22649,ct,Leo,anb,2389527
6.0,5.0,6.0,6.0,2.93,112.0,110.0,100.0,87.4,1.4,19617,ct,Leo,anb,2389527
6.0,4.0,6.0,5.0,4.54,100.6,100.1,100.0,89.2,1.36,21065,ct,Leo,anb,2389527
8.0,4.0,9.0,4.0,0.39,76.8,79.9,62.5,63.8,1.28,21650,ct,Leo,anb,2389527
4.0,6.0,4.0,7.0,-5.69,62.5,63.0,87.5,63.9,0.55,21651,ct,Leo,anb,2389527
15.0,5.0,14.0,6.0,11.42,127.1,117.6,91.7,90.2,2.22,21065,t,Leo,anb,2389527
9.0,9.0,9.0,9.0,1.07,72.4,73.0,66.7,62.4,1.15,22649,t,Leo,anb,2389527
4.0,5.0,4.0,5.0,0.57,51.0,46.1,83.3,84.1,0.99,19617,t,Leo,anb,2389527
6.0,7.0,6.0,7.0,0.69,64.2,60.9,66.7,64.4,0.96,21651,t,Leo,anb,2389527
6.0,8.0,6.0,8.0,-0.97,51.9,52.1,66.7,66.2,0.91,21650,t,Leo,anb,2389527
16.0,10.0,16.0,10.0,-1.14,70.9,73.2,69.6,61.2,1.06,19614,total,FAVBET,anc,2389527
15.0,15.0,15.0,15.0,0.22,66.7,64.5,60.9,60.0,1.0,18240,total,FAVBET,anc,2389527
12.0,18.0,12.0,17.0,0.4,61.6,63.7,56.5,56.1,0.89,20228,total,FAVBET,anc,2389527
12.0,16.0,12.0,17.0,-0.62,70.0,66.5,69.6,65.2,0.86,2131,total,FAVBET,anc,2389527
13.0,19.0,13.0,19.0,-3.41,64.3,63.3,73.9,71.4,0.82,20110,total,FAVBET,anc,2389527
9.0,9.0,9.0,9.0,4.83,77.5,80.6,75.0,76.0,1.2,20228,ct,FAVBET,anc,2389527
9.0,3.0,9.0,3.0,-1.49,86.1,93.8,83.3,68.3,1.19,19614,ct,FAVBET,anc,2389527
7.0,8.0,7.0,9.0,4.87,83.3,78.7,75.0,66.3,1.02,2131,ct,FAVBET,anc,2389527
7.0,8.0,7.0,8.0,-0.44,60.4,58.2,58.3,56.4,0.87,18240,ct,FAVBET,anc,2389527
6.0,9.0,6.0,9.0,-7.16,51.1,51.9,75.0,68.9,0.66,20110,ct,FAVBET,anc,2389527
8.0,7.0,8.0,7.0,0.95,73.6,71.3,63.6,63.9,1.14,18240,t,FAVBET,anc,2389527
7.0,10.0,7.0,10.0,0.68,78.6,75.6,72.7,74.1,1.0,20110,t,FAVBET,anc,2389527
7.0,7.0,7.0,7.0,-0.76,54.4,50.7,54.5,53.5,0.92,19614,t,FAVBET,anc,2389527
5.0,8.0,5.0,8.0,-6.62,55.5,53.1,63.6,63.9,0.68,2131,t,FAVBET,anc,2389527
3.0,9.0,3.0,8.0,-4.43,44.2,45.1,36.4,34.5,0.55,20228,t,FAVBET,anc,2389527
16.0,15.0,16.0,16.0,2.09,73.3,70.9,82.6,78.0,1.16,21650,total,Leo,anc,2389527
15.0,14.0,15.0,14.0,0.34,81.5,80.7,73.9,71.0,1.12,22649,total,Leo,anc,2389527
16.0,12.0,15.0,12.0,-0.33,81.5,76.6,78.3,66.8,1.12,19617,total,Leo,anc,2389527
